Age,Is_Senior,Marital_Status,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Claims_Frequency,Claims_Severity,Claims_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Safe_Driver_Discount,Multi_Policy_Discount,Bundling_Discount,Total_Discounts,Source_of_Lead,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Credit_Score,Premium_Adjustment_Credit,Region,Premium_Adjustment_Region
39,0,Divorced,0,>5 years,0,0,High,0,Full Coverage,0,2100,1,0,0,50,Online,20,0,3,5,1,99,827,-50,Suburban,50
45,0,Widowed,0,>5 years,0,0,Medium,0,Full Coverage,0,2250,0,1,0,50,Online,13,1,5,0,2,2,648,50,Urban,100
53,0,Married,86,<1 year,100,3,Medium,300,Full Coverage,0,2636,0,1,0,50,Agent,1,0,3,0,3,99,821,-50,Urban,100
40,0,Widowed,0,>5 years,0,0,Low,0,Full Coverage,0,2150,0,0,0,0,Online,26,0,4,2,3,99,722,-50,Suburban,50
49,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2150,1,0,1,100,Agent,17,1,5,3,3,8,750,-50,Urban,100
64,1,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,2036,0,1,1,100,Agent,27,0,7,3,2,99,664,50,Suburban,50
45,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,1,0,0,50,Online,17,0,6,2,1,99,750,-50,Urban,100
44,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,0,0,0,Agent,23,1,6,2,3,6,705,-50,Suburban,50
18,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2200,0,0,0,0,Online,9,1,3,5,1,5,655,50,Urban,100
18,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2136,0,0,0,0,Online,5,0,6,1,2,99,731,-50,Suburban,50
45,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,1900,0,1,0,50,Online,6,0,3,1,3,99,760,-50,Suburban,50
38,0,Married,86,<1 year,100,1,Low,50,Liability-Only,-200,2186,1,0,0,50,Online,19,1,4,3,1,3,720,-50,Urban,100
32,0,Married,86,>5 years,0,0,Medium,0,Full Coverage,0,2236,0,1,0,50,Agent,1,0,5,3,3,99,720,-50,Urban,100
43,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2036,0,1,0,50,Online,10,0,6,2,2,99,736,-50,Suburban,50
39,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2200,0,0,0,0,Agent,21,0,3,1,1,99,754,-50,Suburban,50
56,1,Divorced,0,<1 year,100,0,Low,0,Full Coverage,0,2200,1,1,0,100,Online,28,1,4,4,3,8,756,-50,Urban,100
41,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2186,0,1,0,50,Online,24,0,2,4,2,99,707,-50,Rural,0
28,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,1,0,50,Referral,3,0,4,2,1,99,624,50,Rural,0
54,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2486,0,0,0,0,Online,27,0,4,1,3,99,698,50,Urban,100
36,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2186,1,0,0,50,Online,14,0,4,7,3,99,686,50,Suburban,50
47,0,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,2000,0,0,0,0,Agent,22,1,5,2,3,4,749,-50,Rural,0
32,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,0,1,50,Online,29,1,3,2,3,4,700,50,Urban,100
30,0,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,2050,0,1,0,50,Agent,12,1,0,3,2,13,726,-50,Urban,100
41,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2286,1,1,0,100,Online,21,1,6,4,1,4,599,50,Urban,100
40,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2286,1,1,0,100,Online,19,0,4,2,2,99,658,50,Suburban,50
47,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,1,0,50,Agent,16,1,4,1,1,2,662,50,Suburban,50
35,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2350,0,0,0,0,Online,13,1,8,1,1,4,682,50,Urban,100
18,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,1,0,0,50,Agent,30,1,4,2,3,13,640,50,Urban,100
33,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2250,0,0,0,0,Online,29,1,3,1,1,8,652,50,Rural,0
51,0,Divorced,0,>5 years,0,0,Low,0,Liability-Only,-200,2000,0,0,0,0,Online,13,1,4,3,1,5,706,-50,Urban,100
35,0,Single,0,<1 year,100,1,High,200,Full Coverage,0,2450,0,1,0,50,Agent,15,1,7,1,1,8,714,-50,Urban,100
36,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,0,0,0,0,Agent,19,0,7,1,2,99,696,50,Suburban,50
54,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2250,0,0,0,0,Agent,25,1,7,1,2,6,777,-50,Urban,100
29,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2350,0,0,0,0,Online,28,1,3,3,2,8,639,50,Urban,100
18,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Online,14,1,3,1,3,7,800,-50,Urban,100
37,0,Divorced,0,<1 year,100,0,Low,0,Full Coverage,0,2100,0,1,1,100,Agent,19,1,7,2,1,9,818,-50,Rural,0
32,0,Widowed,0,1-5 years,50,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Online,9,0,10,2,3,99,734,-50,Urban,100
25,0,Divorced,0,<1 year,100,0,Medium,0,Full Coverage,0,2400,0,0,0,0,Online,20,1,8,5,2,6,648,50,Urban,100
37,0,Divorced,0,>5 years,0,1,Medium,100,Full Coverage,0,2350,0,1,0,50,Agent,6,0,7,1,1,99,698,50,Urban,100
47,0,Single,0,<1 year,100,1,Low,50,Full Coverage,0,2250,0,1,0,50,Online,13,0,3,1,2,99,781,-50,Suburban,50
39,0,Single,0,<1 year,100,1,Low,50,Full Coverage,0,2300,0,1,0,50,Online,25,0,6,1,2,99,699,50,Rural,0
44,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,1,1,0,100,Online,2,1,7,3,1,1,693,50,Urban,100
67,1,Divorced,0,1-5 years,50,0,Medium,0,Liability-Only,-200,2050,0,0,0,0,Online,7,1,5,4,1,1,717,-50,Urban,100
34,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2000,0,1,0,50,Agent,28,1,6,2,3,10,723,-50,Urban,100
44,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2036,1,1,0,100,Agent,17,1,8,0,2,2,736,-50,Urban,100
32,0,Married,86,>5 years,0,0,Medium,0,Liability-Only,-200,2086,0,0,0,0,Agent,12,0,6,1,1,99,599,50,Rural,0
27,0,Divorced,0,1-5 years,50,3,Low,150,Full Coverage,0,2400,0,0,0,0,Referral,7,1,4,3,3,9,772,-50,Urban,100
31,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,0,1,0,50,Online,21,1,6,3,2,12,749,-50,Urban,100
32,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2250,0,0,1,50,Referral,10,0,6,1,3,99,689,50,Suburban,50
45,0,Widowed,0,1-5 years,50,0,Low,0,Liability-Only,-200,2100,0,1,0,50,Online,22,1,4,2,3,11,643,50,Urban,100
75,1,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2000,1,0,0,50,Online,25,0,9,1,3,99,702,-50,Urban,100
29,0,Widowed,0,1-5 years,50,0,Low,0,Liability-Only,-200,2100,0,1,0,50,Online,3,1,5,3,2,4,654,50,Urban,100
33,0,Single,0,>5 years,0,0,Medium,0,Full Coverage,0,2150,0,1,0,50,Online,7,1,4,4,1,5,662,50,Rural,0
39,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,1,0,50,Agent,15,0,7,1,3,99,712,-50,Urban,100
45,0,Divorced,0,>5 years,0,2,Low,100,Full Coverage,0,2350,0,1,0,50,Online,4,0,5,0,1,99,634,50,Urban,100
43,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Referral,17,1,5,1,3,4,697,50,Rural,0
59,1,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2386,0,0,0,0,Referral,13,1,4,2,3,10,744,-50,Urban,100
18,0,Married,86,1-5 years,50,2,Medium,200,Full Coverage,0,2486,1,0,0,50,Agent,22,1,4,3,1,3,718,-50,Urban,100
18,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2236,0,0,0,0,Online,20,0,11,2,1,99,644,50,Urban,100
32,0,Married,86,1-5 years,50,2,Medium,200,Full Coverage,0,2486,0,0,0,0,Agent,1,0,6,2,3,99,735,-50,Suburban,50
56,1,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Online,21,0,1,0,2,99,803,-50,Urban,100
18,0,Single,0,<1 year,100,1,Low,50,Liability-Only,-200,2100,1,0,0,50,Referral,12,1,1,5,1,2,718,-50,Urban,100
18,0,Single,0,1-5 years,50,2,Low,100,Liability-Only,-200,2150,0,0,0,0,Agent,13,1,3,1,3,3,630,50,Rural,0
48,0,Married,86,1-5 years,50,0,Medium,0,Liability-Only,-200,2186,0,1,0,50,Online,1,0,4,1,2,99,698,50,Urban,100
43,0,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2136,0,0,0,0,Agent,1,1,7,3,3,1,790,-50,Urban,100
23,0,Single,0,>5 years,0,0,Medium,0,Liability-Only,-200,2000,0,0,0,0,Online,11,1,6,4,3,14,712,-50,Urban,100
25,0,Single,0,1-5 years,50,0,High,0,Liability-Only,-200,2000,0,1,0,50,Referral,21,1,4,3,1,1,631,50,Rural,0
25,0,Widowed,0,1-5 years,50,0,Medium,0,Liability-Only,-200,2050,0,1,1,100,Online,20,1,5,2,1,10,698,50,Urban,100
41,0,Married,86,<1 year,100,2,High,400,Full Coverage,0,2736,0,0,0,0,Agent,28,1,3,3,2,10,726,-50,Suburban,50
30,0,Divorced,0,1-5 years,50,0,Low,0,Liability-Only,-200,2150,0,0,0,0,Online,27,1,2,2,3,11,689,50,Urban,100
47,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,2000,0,0,0,0,Agent,10,1,6,2,3,8,669,50,Rural,0
18,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2000,0,1,0,50,Online,22,1,3,0,3,3,721,-50,Suburban,50
27,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,1,0,0,50,Online,16,0,2,3,1,99,666,50,Rural,0
23,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2286,0,0,0,0,Online,3,1,7,2,3,5,751,-50,Suburban,50
36,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2386,0,0,0,0,Referral,20,1,10,2,2,4,661,50,Urban,100
31,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2236,0,0,0,0,Online,13,1,6,1,3,5,717,-50,Suburban,50
51,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,2000,0,0,0,0,Online,19,0,4,1,2,99,666,50,Rural,0
18,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2200,0,0,0,0,Online,29,1,5,2,3,11,748,-50,Rural,0
40,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Referral,18,1,6,2,3,7,713,-50,Suburban,50
48,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Agent,20,0,4,3,2,99,655,50,Rural,0
67,1,Single,0,1-5 years,50,1,Medium,100,Liability-Only,-200,1950,0,1,1,100,Online,18,1,1,3,2,6,758,-50,Rural,0
32,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2436,1,0,0,50,Referral,13,1,9,2,2,9,675,50,Urban,100
44,0,Widowed,0,>5 years,0,0,Medium,0,Liability-Only,-200,1950,0,0,0,0,Agent,14,1,10,2,2,2,706,-50,Suburban,50
18,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2250,0,1,0,50,Agent,26,1,5,1,2,2,638,50,Suburban,50
18,0,Married,86,<1 year,100,0,Medium,0,Liability-Only,-200,2186,0,0,0,0,Online,1,0,3,3,3,99,721,-50,Urban,100
52,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,1,0,0,50,Online,16,0,3,4,3,99,724,-50,Urban,100
39,0,Single,0,1-5 years,50,0,Medium,0,Liability-Only,-200,2000,0,1,0,50,Agent,21,1,3,5,2,5,709,-50,Urban,100
57,1,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2150,0,0,0,0,Online,27,1,4,2,3,10,716,-50,Suburban,50
19,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2236,0,1,0,50,Online,22,0,6,1,1,99,654,50,Urban,100
47,0,Divorced,0,1-5 years,50,2,Low,100,Full Coverage,0,2350,0,1,0,50,Referral,15,0,4,0,1,99,641,50,Suburban,50
68,1,Single,0,1-5 years,50,3,Low,150,Full Coverage,0,2350,1,0,0,50,Agent,21,1,2,4,2,12,728,-50,Urban,100
46,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2200,0,0,0,0,Online,11,1,7,3,2,10,744,-50,Suburban,50
44,0,Married,86,>5 years,0,2,Low,100,Full Coverage,0,2386,0,0,0,0,Online,30,1,7,2,1,5,637,50,Rural,0
40,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2386,0,1,0,50,Online,10,0,3,2,3,99,641,50,Suburban,50
18,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2086,0,0,0,0,Online,15,1,5,3,2,12,785,-50,Rural,0
60,1,Divorced,0,>5 years,0,1,Low,50,Liability-Only,-200,1900,1,1,0,100,Agent,20,1,1,2,2,5,804,-50,Suburban,50
30,0,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2086,0,1,0,50,Referral,6,0,9,0,1,99,744,-50,Urban,100
47,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2436,0,0,0,0,Online,1,0,3,1,3,99,562,50,Urban,100
18,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Online,18,0,4,4,2,99,717,-50,Urban,100
22,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2436,0,0,0,0,Online,29,1,9,2,2,13,700,50,Suburban,50
61,1,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Agent,7,1,6,3,1,5,781,-50,Suburban,50
34,0,Widowed,0,>5 years,0,1,Low,50,Liability-Only,-200,2150,0,0,0,0,Online,6,1,6,4,3,12,630,50,Urban,100
61,1,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2386,0,0,0,0,Agent,14,0,5,3,2,99,638,50,Suburban,50
38,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2286,0,0,0,0,Online,28,1,5,4,1,8,747,-50,Urban,100
18,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Online,27,1,4,3,1,7,726,-50,Urban,100
53,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2236,0,1,0,50,Referral,13,1,5,0,2,4,653,50,Urban,100
31,0,Widowed,0,1-5 years,50,0,Medium,0,Full Coverage,0,2300,0,0,1,50,Online,2,0,10,1,1,99,690,50,Urban,100
50,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2200,0,0,0,0,Online,10,1,4,3,1,14,709,-50,Urban,100
40,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2350,0,0,0,0,Online,12,1,5,2,1,1,655,50,Urban,100
18,0,Married,86,1-5 years,50,0,Medium,0,Liability-Only,-200,2086,0,0,0,0,Online,21,0,2,2,1,99,729,-50,Suburban,50
42,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,0,0,0,Online,6,1,7,6,1,6,725,-50,Suburban,50
72,1,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2086,0,1,0,50,Referral,23,0,6,3,3,99,759,-50,Suburban,50
47,0,Married,86,>5 years,0,0,High,0,Full Coverage,0,2236,0,0,0,0,Online,8,0,3,0,2,99,827,-50,Suburban,50
39,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2236,0,1,0,50,Online,21,0,5,6,3,99,728,-50,Suburban,50
56,1,Widowed,0,>5 years,0,0,Low,0,Full Coverage,0,2200,0,0,0,0,Online,27,0,7,2,1,99,753,-50,Urban,100
43,0,Divorced,0,1-5 years,50,2,Low,100,Full Coverage,0,2400,1,0,0,50,Online,18,1,2,0,2,6,651,50,Urban,100
43,0,Single,0,>5 years,0,2,Low,100,Liability-Only,-200,2050,0,1,0,50,Online,1,1,3,3,2,11,810,-50,Urban,100
23,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Online,22,0,2,5,1,99,777,-50,Urban,100
43,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2300,0,0,0,0,Online,6,0,3,2,2,99,692,50,Suburban,50
55,1,Single,0,>5 years,0,0,Medium,0,Full Coverage,0,2100,0,0,0,0,Agent,10,0,1,1,1,99,754,-50,Rural,0
27,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2286,0,0,0,0,Agent,7,1,7,1,1,3,700,50,Urban,100
61,1,Widowed,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,0,0,0,0,Online,17,1,4,2,2,7,743,-50,Suburban,50
38,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2436,0,0,0,0,Online,7,0,2,2,2,99,623,50,Urban,100
26,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2036,0,0,0,0,Referral,28,1,5,4,1,6,736,-50,Rural,0
54,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,0,0,0,0,Online,20,0,6,2,2,99,728,-50,Suburban,50
35,0,Single,0,<1 year,100,2,Low,100,Full Coverage,0,2350,0,1,0,50,Online,2,1,1,1,1,12,649,50,Rural,0
51,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,10,1,5,2,3,12,755,-50,Urban,100
35,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2186,0,0,0,0,Agent,15,0,4,2,3,99,708,-50,Urban,100
39,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Online,9,0,5,1,2,99,633,50,Rural,0
47,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2086,0,0,0,0,Online,8,1,8,1,2,4,713,-50,Suburban,50
44,0,Married,86,>5 years,0,0,Medium,0,Full Coverage,0,2236,0,1,0,50,Online,10,0,9,1,2,99,723,-50,Urban,100
18,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,1,0,50,Online,28,0,5,3,1,99,636,50,Urban,100
23,0,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2136,0,0,0,0,Agent,12,0,5,1,3,99,684,50,Rural,0
53,0,Married,86,1-5 years,50,0,Medium,0,Liability-Only,-200,2186,0,0,0,0,Online,3,1,0,0,2,5,665,50,Suburban,50
38,0,Divorced,0,1-5 years,50,0,High,0,Liability-Only,-200,2100,0,1,0,50,Online,1,0,7,1,1,99,669,50,Urban,100
32,0,Single,0,<1 year,100,1,Low,50,Liability-Only,-200,2100,0,1,0,50,Online,21,1,3,2,3,14,637,50,Rural,0
19,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2150,0,0,0,0,Online,8,1,7,1,3,11,647,50,Suburban,50
23,0,Married,86,1-5 years,50,1,Medium,100,Full Coverage,0,2336,1,0,0,50,Referral,18,0,6,0,1,99,763,-50,Suburban,50
18,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2236,0,0,0,0,Agent,12,0,7,1,3,99,778,-50,Rural,0
38,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2336,0,0,0,0,Online,24,0,4,2,2,99,628,50,Rural,0
31,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,0,0,0,0,Referral,9,1,8,0,1,12,661,50,Suburban,50
25,0,Married,86,>5 years,0,0,High,0,Liability-Only,-200,2036,0,0,0,0,Online,27,0,4,2,1,99,740,-50,Suburban,50
38,0,Divorced,0,>5 years,0,0,High,0,Liability-Only,-200,2000,0,0,0,0,Online,6,0,6,1,3,99,701,-50,Urban,100
45,0,Widowed,0,<1 year,100,0,Medium,0,Full Coverage,0,2250,0,1,0,50,Online,8,1,2,3,1,2,638,50,Rural,0
71,1,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2486,0,0,0,0,Online,25,1,8,4,1,1,680,50,Urban,100
18,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2236,0,1,0,50,Agent,24,1,9,1,2,11,781,-50,Rural,0
57,1,Widowed,0,1-5 years,50,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Online,10,0,4,4,2,99,776,-50,Urban,100
54,0,Married,86,1-5 years,50,0,Medium,0,Liability-Only,-200,2036,1,1,0,100,Online,5,0,3,2,1,99,689,50,Rural,0
28,0,Single,0,>5 years,0,0,Medium,0,Full Coverage,0,2150,1,0,0,50,Agent,8,1,6,2,3,9,784,-50,Urban,100
43,0,Widowed,0,>5 years,0,0,Medium,0,Liability-Only,-200,2050,0,0,0,0,Online,25,1,9,1,1,14,665,50,Suburban,50
33,0,Widowed,0,>5 years,0,0,Low,0,Liability-Only,-200,2100,0,0,0,0,Online,10,1,9,2,2,8,660,50,Urban,100
42,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2036,0,1,0,50,Online,3,1,9,2,1,6,715,-50,Suburban,50
62,1,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2436,0,0,0,0,Online,23,0,6,2,3,99,698,50,Urban,100
49,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,0,0,0,Online,25,0,4,2,1,99,623,50,Suburban,50
47,0,Divorced,0,1-5 years,50,0,Low,0,Liability-Only,-200,2100,0,0,0,0,Online,18,1,6,5,2,14,678,50,Suburban,50
33,0,Widowed,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Online,22,1,6,1,2,12,689,50,Rural,0
18,0,Single,0,1-5 years,50,0,High,0,Full Coverage,0,2150,0,0,0,0,Online,7,1,6,4,2,14,748,-50,Rural,0
36,0,Single,0,>5 years,0,0,Medium,0,Full Coverage,0,2200,0,0,0,0,Online,9,1,6,2,3,14,730,-50,Urban,100
58,1,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2000,1,1,1,150,Online,7,1,4,1,2,8,708,-50,Suburban,50
18,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2150,1,0,0,50,Online,22,0,6,1,2,99,743,-50,Rural,0
24,0,Divorced,0,>5 years,0,0,Low,0,Full Coverage,0,2100,1,0,0,50,Online,22,1,6,3,3,1,727,-50,Suburban,50
41,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2350,0,0,0,0,Referral,8,1,3,3,3,2,612,50,Urban,100
25,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2250,0,0,0,0,Referral,25,1,3,1,2,13,831,-50,Suburban,50
28,0,Married,86,>5 years,0,0,Medium,0,Full Coverage,0,2236,0,0,0,0,Referral,16,1,3,0,3,7,761,-50,Suburban,50
33,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2100,0,0,0,0,Online,11,0,6,4,2,99,763,-50,Rural,0
19,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Online,25,0,4,1,3,99,666,50,Rural,0
25,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2086,1,1,0,100,Agent,22,1,11,0,3,8,673,50,Rural,0
50,0,Divorced,0,>5 years,0,1,Medium,100,Full Coverage,0,2250,0,0,0,0,Referral,15,0,3,0,3,99,716,-50,Suburban,50
20,0,Single,0,<1 year,100,0,Medium,0,Full Coverage,0,2150,0,1,0,50,Online,27,0,3,0,3,99,701,-50,Rural,0
18,0,Single,0,1-5 years,50,1,Medium,100,Full Coverage,0,2250,0,0,0,0,Online,14,0,5,1,3,99,837,-50,Rural,0
30,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2436,0,1,0,50,Agent,17,1,9,2,3,2,654,50,Urban,100
50,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Online,15,0,3,4,3,99,770,-50,Suburban,50
37,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2236,1,0,0,50,Online,4,0,8,3,3,99,725,-50,Suburban,50
33,0,Widowed,0,>5 years,0,2,Low,100,Liability-Only,-200,2050,0,1,0,50,Online,13,0,2,1,3,99,771,-50,Urban,100
40,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2086,0,0,0,0,Online,24,0,8,3,3,99,707,-50,Suburban,50
18,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,0,0,0,0,Agent,29,1,3,0,1,14,736,-50,Suburban,50
47,0,Single,0,>5 years,0,1,Low,50,Liability-Only,-200,2000,1,1,0,100,Online,4,0,2,1,1,99,689,50,Suburban,50
45,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,1,0,0,50,Online,21,1,5,0,1,5,750,-50,Urban,100
33,0,Widowed,0,1-5 years,50,0,Medium,0,Full Coverage,0,2300,0,0,0,0,Agent,27,1,3,2,2,11,669,50,Suburban,50
55,1,Divorced,0,1-5 years,50,0,Low,0,Liability-Only,-200,2000,0,1,0,50,Agent,26,1,2,3,3,13,715,-50,Urban,100
23,0,Married,86,>5 years,0,0,Medium,0,Liability-Only,-200,2136,1,0,0,50,Online,19,0,7,4,3,99,689,50,Urban,100
56,1,Married,86,<1 year,100,0,Medium,0,Full Coverage,0,2286,0,0,0,0,Online,18,0,7,3,3,99,766,-50,Rural,0
42,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2136,0,0,0,0,Agent,19,0,7,2,3,99,737,-50,Suburban,50
34,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,0,0,0,Agent,11,0,7,2,3,99,746,-50,Suburban,50
39,0,Divorced,0,1-5 years,50,0,Low,0,Liability-Only,-200,1900,0,1,0,50,Online,6,1,4,0,2,3,756,-50,Rural,0
38,0,Widowed,0,<1 year,100,1,Medium,100,Full Coverage,0,2400,0,0,0,0,Referral,10,1,8,1,3,14,753,-50,Urban,100
58,1,Married,86,>5 years,0,3,Low,150,Liability-Only,-200,2336,0,0,0,0,Online,8,0,4,4,3,99,636,50,Urban,100
23,0,Married,86,1-5 years,50,1,Medium,100,Full Coverage,0,2336,1,1,0,100,Online,20,1,7,1,3,13,677,50,Rural,0
28,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2300,0,0,0,0,Online,4,1,3,0,2,13,752,-50,Urban,100
55,1,Married,86,1-5 years,50,0,High,0,Full Coverage,0,2386,0,1,0,50,Agent,20,0,9,4,3,99,647,50,Urban,100
31,0,Married,86,>5 years,0,0,Medium,0,Full Coverage,0,2386,0,0,0,0,Online,4,0,8,1,1,99,580,50,Urban,100
53,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2186,0,0,0,0,Online,11,0,2,3,2,99,746,-50,Urban,100
65,1,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2100,0,0,0,0,Agent,8,1,5,2,1,4,641,50,Suburban,50
33,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Referral,19,1,7,1,1,8,819,-50,Suburban,50
